536,GA,13301,Warren,Warrenton,"5,834",736.329,284.298,6.19,2.39,742.518,286.688,33.419169,-82.688012
537,GA,13303,Washington,Sandersville,"21,187","1,757.18",678.452,15.29,5.904,"1,772.47",684.356,32.971848,-82.798112
538,GA,13305,Wayne,Jesup,"30,099","1,662.19",641.777,18.18,7.019,"1,680.37",648.796,31.547845,-81.912376
539,GA,13307,Webster,Preston,"2,799",541.614,209.118,2.966,1.145,544.58,210.263,32.046554,-84.553218
540,GA,13309,Wheeler,Alamo,"7,421",765.301,295.484,12.39,4.784,777.691,300.268,32.109276,-82.738701
541,GA,13311,White,Cleveland,"27,144",623.375,240.686,3.94,1.521,627.315,242.207,34.643677,-83.743713
542,GA,13313,Whitfield,Dalton,"102,599",752.297,290.464,1.53,0.591,753.827,291.055,34.801726,-84.968541
543,GA,13315,Wilcox,Abbeville,"9,255",978.25,377.705,11.444,4.419,989.694,382.124,31.962717,-83.438262
544,GA,13317,Wilkes,Washington,"10,593","1,215.97",469.49,11.925,4.604,"1,227.90",474.094,33.77904,-82.747922
545,GA,13319,Wilkinson,Irwinton,"9,563","1,158.52",447.308,12.023,4.642,"1,170.55",451.95,32.804321,-83.175587
546,GA,13321,Worth,Sylvester,"21,679","1,478.11",570.702,10.498,4.053,"1,488.61",574.755,31.551773,-83.84996
